type,entity,text
batting,SS Iyer,"IPL batting stats for SS Iyer: 4229 total runs, 3093 balls faced, 118 dismissals, strike rate 136.73, batting average 35.84."
batting,SS Mishra,"IPL batting stats for SS Mishra: 1 total runs, 3 balls faced, 0 dismissals, strike rate 33.33, batting average Not available."
batting,SS Prabhudessai,"IPL batting stats for SS Prabhudessai: 126 total runs, 106 balls faced, 10 dismissals, strike rate 118.87, batting average 12.60."
batting,SS Shaikh,"IPL batting stats for SS Shaikh: 6 total runs, 7 balls faced, 1 dismissals, strike rate 85.71, batting average 6.00."
batting,SS Tiwary,"IPL batting stats for SS Tiwary: 1494 total runs, 1244 balls faced, 52 dismissals, strike rate 120.10, batting average 28.73."
batting,ST Jayasuriya,"IPL batting stats for ST Jayasuriya: 768 total runs, 532 balls faced, 28 dismissals, strike rate 144.36, batting average 27.43."
batting,STR Binny,"IPL batting stats for STR Binny: 880 total runs, 683 balls faced, 46 dismissals, strike rate 128.84, batting average 19.13."
batting,SU Parakh,"IPL batting stats for SU Parakh: 46 total runs, 33 balls faced, 4 dismissals, strike rate 139.39, batting average 11.50."
batting,SV Samson,"IPL batting stats for SV Samson: 5181 total runs, 3671 balls faced, 164 dismissals, strike rate 141.13, batting average 31.59."
batting,SW Billings,"IPL batting stats for SW Billings: 503 total runs, 388 balls faced, 26 dismissals, strike rate 129.64, batting average 19.35."
batting,SW Tait,"IPL batting stats for SW Tait: 23 total runs, 26 balls faced, 3 dismissals, strike rate 88.46, batting average 7.67."
batting,SZ Mulani,"IPL batting stats for SZ Mulani: 1 total runs, 1 balls faced, 0 dismissals, strike rate 100.00, batting average Not available."
batting,Sachin Baby,"IPL batting stats for Sachin Baby: 144 total runs, 118 balls faced, 9 dismissals, strike rate 122.03, batting average 16.00."
batting,Sakib Hussain,"IPL batting stats for Sakib Hussain: 5 total runs, 7 balls faced, 0 dismissals, strike rate 71.43, batting average Not available."
batting,Salil Arora,"IPL batting stats for Salil Arora: 35 total runs, 21 balls faced, 1 dismissals, strike rate 166.67, batting average 35.00."
batting,Salman Butt,"IPL batting stats for Salman Butt: 193 total runs, 161 balls faced, 7 dismissals, strike rate 119.88, batting average 27.57."
batting,Sameer Rizvi,"IPL batting stats for Sameer Rizvi: 424 total runs, 293 balls faced, 14 dismissals, strike rate 144.71, batting average 30.29."
batting,Sandeep Sharma,"IPL batting stats for Sandeep Sharma: 60 total runs, 75 balls faced, 6 dismissals, strike rate 80.00, batting average 10.00."
batting,Sanvir Singh,"IPL batting stats for Sanvir Singh: 25 total runs, 21 balls faced, 2 dismissals, strike rate 119.05, batting average 12.50."
batting,Saurav Chauhan,"IPL batting stats for Saurav Chauhan: 18 total runs, 15 balls faced, 3 dismissals, strike rate 120.00, batting average 6.00."
batting,Sediqullah Atal,"IPL batting stats for Sediqullah Atal: 22 total runs, 16 balls faced, 1 dismissals, strike rate 137.50, batting average 22.00."
batting,Shahbaz Ahmed,"IPL batting stats for Shahbaz Ahmed: 603 total runs, 489 balls faced, 29 dismissals, strike rate 123.31, batting average 20.79."
batting,Shahid Afridi,"IPL batting stats for Shahid Afridi: 81 total runs, 46 balls faced, 8 dismissals, strike rate 176.09, batting average 10.12."
batting,Shakib Al Hasan,"IPL batting stats for Shakib Al Hasan: 793 total runs, 637 balls faced, 40 dismissals, strike rate 124.49, batting average 19.82."
batting,Shashank Singh,"IPL batting stats for Shashank Singh: 905 total runs, 560 balls faced, 25 dismissals, strike rate 161.61, batting average 36.20."
batting,Shivam Mavi,"IPL batting stats for Shivam Mavi: 51 total runs, 56 balls faced, 9 dismissals, strike rate 91.07, batting average 5.67."
batting,Shivam Sharma,"IPL batting stats for Shivam Sharma: 5 total runs, 3 balls faced, 1 dismissals, strike rate 166.67, batting average 5.00."
batting,Shivam Singh,"IPL batting stats for Shivam Singh: 2 total runs, 3 balls faced, 0 dismissals, strike rate 66.67, batting average Not available."
batting,Shivang Kumar,"IPL batting stats for Shivang Kumar: 53 total runs, 46 balls faced, 6 dismissals, strike rate 115.22, batting average 8.83."
batting,Shoaib Ahmed,"IPL batting stats for Shoaib Ahmed: 1 total runs, 6 balls faced, 2 dismissals, strike rate 16.67, batting average 0.50."
batting,Shoaib Akhtar,"IPL batting stats for Shoaib Akhtar: 2 total runs, 7 balls faced, 1 dismissals, strike rate 28.57, batting average 2.00."
batting,Shoaib Malik,"IPL batting stats for Shoaib Malik: 52 total runs, 47 balls faced, 4 dismissals, strike rate 110.64, batting average 13.00."
batting,Shubman Gill,"IPL batting stats for Shubman Gill: 4598 total runs, 3236 balls faced, 114 dismissals, strike rate 142.09, batting average 40.33."
batting,Sikandar Raza,"IPL batting stats for Sikandar Raza: 182 total runs, 136 balls faced, 7 dismissals, strike rate 133.82, batting average 26.00."
batting,Simarjeet Singh,"IPL batting stats for Simarjeet Singh: 10 total runs, 15 balls faced, 3 dismissals, strike rate 66.67, batting average 3.33."
batting,Sohail Tanvir,"IPL batting stats for Sohail Tanvir: 36 total runs, 29 balls faced, 3 dismissals, strike rate 124.14, batting average 12.00."
batting,Sumit Kumar,"IPL batting stats for Sumit Kumar: 18 total runs, 24 balls faced, 2 dismissals, strike rate 75.00, batting average 9.00."
batting,Sunny Gupta,"IPL batting stats for Sunny Gupta: 0 total runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
batting,Sunny Singh,"IPL batting stats for Sunny Singh: 43 total runs, 31 balls faced, 4 dismissals, strike rate 138.71, batting average 10.75."
batting,Suryansh Shedge,"IPL batting stats for Suryansh Shedge: 165 total runs, 101 balls faced, 7 dismissals, strike rate 163.37, batting average 23.57."
batting,Swapnil Singh,"IPL batting stats for Swapnil Singh: 51 total runs, 45 balls faced, 5 dismissals, strike rate 113.33, batting average 10.20."
batting,T Banton,"IPL batting stats for T Banton: 18 total runs, 20 balls faced, 2 dismissals, strike rate 90.00, batting average 9.00."
batting,T Dahiya,"IPL batting stats for T Dahiya: 12 total runs, 15 balls faced, 2 dismissals, strike rate 80.00, batting average 6.00."
batting,T Henderson,"IPL batting stats for T Henderson: 11 total runs, 16 balls faced, 2 dismissals, strike rate 68.75, batting average 5.50."
batting,T Kohler-Cadmore,"IPL batting stats for T Kohler-Cadmore: 48 total runs, 54 balls faced, 3 dismissals, strike rate 88.89, batting average 16.00."
batting,T Kohli,"IPL batting stats for T Kohli: 11 total runs, 19 balls faced, 3 dismissals, strike rate 57.89, batting average 3.67."
batting,T Natarajan,"IPL batting stats for T Natarajan: 4 total runs, 7 balls faced, 0 dismissals, strike rate 57.14, batting average Not available."
batting,T Shamsi,"IPL batting stats for T Shamsi: 2 total runs, 4 balls faced, 0 dismissals, strike rate 50.00, batting average Not available."
batting,T Stubbs,"IPL batting stats for T Stubbs: 980 total runs, 648 balls faced, 25 dismissals, strike rate 151.23, batting average 39.20."
batting,T Taibu,"IPL batting stats for T Taibu: 31 total runs, 26 balls faced, 3 dismissals, strike rate 119.23, batting average 10.33."
batting,T Thushara,"IPL batting stats for T Thushara: 12 total runs, 18 balls faced, 2 dismissals, strike rate 66.67, batting average 6.00."
batting,TA Boult,"IPL batting stats for TA Boult: 93 total runs, 85 balls faced, 10 dismissals, strike rate 109.41, batting average 9.30."
batting,TD Paine,"IPL batting stats for TD Paine: 10 total runs, 26 balls faced, 2 dismissals, strike rate 38.46, batting average 5.00."
batting,TG Southee,"IPL batting stats for TG Southee: 120 total runs, 107 balls faced, 13 dismissals, strike rate 112.15, batting average 9.23."
batting,TH David,"IPL batting stats for TH David: 1151 total runs, 650 balls faced, 35 dismissals, strike rate 177.08, batting average 32.89."
batting,TK Curran,"IPL batting stats for TK Curran: 127 total runs, 107 balls faced, 5 dismissals, strike rate 118.69, batting average 25.40."
batting,TL Seifert,"IPL batting stats for TL Seifert: 45 total runs, 41 balls faced, 6 dismissals, strike rate 109.76, batting average 7.50."
batting,TL Suman,"IPL batting stats for TL Suman: 676 total runs, 575 balls faced, 32 dismissals, strike rate 117.57, batting average 21.12."
batting,TM Dilshan,"IPL batting stats for TM Dilshan: 1153 total runs, 1007 balls faced, 43 dismissals, strike rate 114.50, batting average 26.81."
batting,TM Head,"IPL batting stats for TM Head: 1556 total runs, 915 balls faced, 48 dismissals, strike rate 170.05, batting average 32.42."
batting,TM Srivastava,"IPL batting stats for TM Srivastava: 8 total runs, 11 balls faced, 1 dismissals, strike rate 72.73, batting average 8.00."
batting,TR Birt,"IPL batting stats for TR Birt: 75 total runs, 58 balls faced, 5 dismissals, strike rate 129.31, batting average 15.00."
batting,TS Mills,"IPL batting stats for TS Mills: 8 total runs, 14 balls faced, 4 dismissals, strike rate 57.14, batting average 2.00."
batting,TU Deshpande,"IPL batting stats for TU Deshpande: 54 total runs, 36 balls faced, 4 dismissals, strike rate 150.00, batting average 13.50."
batting,Tanush Kotian,"IPL batting stats for Tanush Kotian: 24 total runs, 31 balls faced, 1 dismissals, strike rate 77.42, batting average 24.00."
batting,Tilak Varma,"IPL batting stats for Tilak Varma: 1858 total runs, 1284 balls faced, 52 dismissals, strike rate 144.70, batting average 35.73."
batting,U Kaul,"IPL batting stats for U Kaul: 0 total runs, 1 balls faced, 0 dismissals, strike rate 0.00, batting average Not available."
batting,UA Birla,"IPL batting stats for UA Birla: 7 total runs, 14 balls faced, 1 dismissals, strike rate 50.00, batting average 7.00."
batting,UBT Chand,"IPL batting stats for UBT Chand: 300 total runs, 300 balls faced, 20 dismissals, strike rate 100.00, batting average 15.00."
batting,UT Khawaja,"IPL batting stats for UT Khawaja: 127 total runs, 100 balls faced, 6 dismissals, strike rate 127.00, batting average 21.17."
batting,UT Yadav,"IPL batting stats for UT Yadav: 208 total runs, 201 balls faced, 21 dismissals, strike rate 103.48, batting average 9.90."
batting,Umar Gul,"IPL batting stats for Umar Gul: 39 total runs, 19 balls faced, 3 dismissals, strike rate 205.26, batting average 13.00."
batting,Umran Malik,"IPL batting stats for Umran Malik: 23 total runs, 16 balls faced, 2 dismissals, strike rate 143.75, batting average 11.50."
batting,Urvil Patel,"IPL batting stats for Urvil Patel: 197 total runs, 96 balls faced, 10 dismissals, strike rate 205.21, batting average 19.70."
batting,V Kohli,"IPL batting stats for V Kohli: 9336 total runs, 6926 balls faced, 231 dismissals, strike rate 134.80, batting average 40.42."
batting,V Nigam,"IPL batting stats for V Nigam: 157 total runs, 89 balls faced, 8 dismissals, strike rate 176.40, batting average 19.62."
batting,V Pratap Singh,"IPL batting stats for V Pratap Singh: 0 total runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
batting,V Sehwag,"IPL batting stats for V Sehwag: 2728 total runs, 1755 balls faced, 99 dismissals, strike rate 155.44, batting average 27.56."
batting,V Shankar,"IPL batting stats for V Shankar: 1233 total runs, 950 balls faced, 47 dismissals, strike rate 129.79, batting average 26.23."
batting,V Suryavanshi,"IPL batting stats for V Suryavanshi: 1028 total runs, 449 balls faced, 23 dismissals, strike rate 228.95, batting average 44.70."
batting,V Viyaskanth,"IPL batting stats for V Viyaskanth: 7 total runs, 5 balls faced, 0 dismissals, strike rate 140.00, batting average Not available."
batting,VG Arora,"IPL batting stats for VG Arora: 10 total runs, 27 balls faced, 4 dismissals, strike rate 37.04, batting average 2.50."
batting,VH Zol,"IPL batting stats for VH Zol: 29 total runs, 26 balls faced, 2 dismissals, strike rate 111.54, batting average 14.50."
batting,VR Aaron,"IPL batting stats for VR Aaron: 50 total runs, 72 balls faced, 5 dismissals, strike rate 69.44, batting average 10.00."
batting,VR Iyer,"IPL batting stats for VR Iyer: 1677 total runs, 1181 balls faced, 53 dismissals, strike rate 142.00, batting average 31.64."
batting,VRV Singh,"IPL batting stats for VRV Singh: 4 total runs, 3 balls faced, 2 dismissals, strike rate 133.33, batting average 2.00."
batting,VS Malik,"IPL batting stats for VS Malik: 7 total runs, 7 balls faced, 1 dismissals, strike rate 100.00, batting average 7.00."
batting,VS Yeligati,"IPL batting stats for VS Yeligati: 2 total runs, 2 balls faced, 1 dismissals, strike rate 100.00, batting average 2.00."
batting,VVS Laxman,"IPL batting stats for VVS Laxman: 282 total runs, 267 balls faced, 19 dismissals, strike rate 105.62, batting average 14.84."
batting,VY Mahesh,"IPL batting stats for VY Mahesh: 15 total runs, 27 balls faced, 2 dismissals, strike rate 55.56, batting average 7.50."
batting,Vijaykumar Vyshak,"IPL batting stats for Vijaykumar Vyshak: 16 total runs, 16 balls faced, 2 dismissals, strike rate 100.00, batting average 8.00."
batting,Virat Singh,"IPL batting stats for Virat Singh: 15 total runs, 26 balls faced, 2 dismissals, strike rate 57.69, batting average 7.50."
batting,Vishnu Vinod,"IPL batting stats for Vishnu Vinod: 71 total runs, 65 balls faced, 6 dismissals, strike rate 109.23, batting average 11.83."
batting,Vivrant Sharma,"IPL batting stats for Vivrant Sharma: 69 total runs, 47 balls faced, 1 dismissals, strike rate 146.81, batting average 69.00."
batting,W Jaffer,"IPL batting stats for W Jaffer: 130 total runs, 121 balls faced, 8 dismissals, strike rate 107.44, batting average 16.25."
batting,WA Mota,"IPL batting stats for WA Mota: 56 total runs, 75 balls faced, 6 dismissals, strike rate 74.67, batting average 9.33."
batting,WD Parnell,"IPL batting stats for WD Parnell: 65 total runs, 80 balls faced, 10 dismissals, strike rate 81.25, batting average 6.50."
batting,WG Jacks,"IPL batting stats for WG Jacks: 602 total runs, 379 balls faced, 22 dismissals, strike rate 158.84, batting average 27.36."
batting,WP Saha,"IPL batting stats for WP Saha: 2934 total runs, 2300 balls faced, 121 dismissals, strike rate 127.57, batting average 24.25."
batting,WPUJC Vaas,"IPL batting stats for WPUJC Vaas: 81 total runs, 73 balls faced, 8 dismissals, strike rate 110.96, batting average 10.12."
batting,Washington Sundar,"IPL batting stats for Washington Sundar: 888 total runs, 656 balls faced, 43 dismissals, strike rate 135.37, batting average 20.65."
batting,X Thalaivan Sargunam,"IPL batting stats for X Thalaivan Sargunam: 10 total runs, 17 balls faced, 1 dismissals, strike rate 58.82, batting average 10.00."
batting,XC Bartlett,"IPL batting stats for XC Bartlett: 40 total runs, 28 balls faced, 2 dismissals, strike rate 142.86, batting average 20.00."
batting,Y Gnaneswara Rao,"IPL batting stats for Y Gnaneswara Rao: 19 total runs, 17 balls faced, 1 dismissals, strike rate 111.76, batting average 19.00."
batting,Y Nagar,"IPL batting stats for Y Nagar: 285 total runs, 259 balls faced, 14 dismissals, strike rate 110.04, batting average 20.36."
batting,Y Prithvi Raj,"IPL batting stats for Y Prithvi Raj: 0 total runs, 1 balls faced, 0 dismissals, strike rate 0.00, batting average Not available."
batting,Y Venugopal Rao,"IPL batting stats for Y Venugopal Rao: 985 total runs, 836 balls faced, 44 dismissals, strike rate 117.82, batting average 22.39."
batting,YA Abdulla,"IPL batting stats for YA Abdulla: 0 total runs, 1 balls faced, 0 dismissals, strike rate 0.00, batting average Not available."
batting,YBK Jaiswal,"IPL batting stats for YBK Jaiswal: 2593 total runs, 1697 balls faced, 77 dismissals, strike rate 152.80, batting average 33.68."
batting,YK Pathan,"IPL batting stats for YK Pathan: 3204 total runs, 2241 balls faced, 110 dismissals, strike rate 142.97, batting average 29.13."
batting,YS Chahal,"IPL batting stats for YS Chahal: 37 total runs, 86 balls faced, 7 dismissals, strike rate 43.02, batting average 5.29."
batting,YV Dhull,"IPL batting stats for YV Dhull: 16 total runs, 23 balls faced, 3 dismissals, strike rate 69.57, batting average 5.33."
batting,YV Takawale,"IPL batting stats for YV Takawale: 192 total runs, 178 balls faced, 8 dismissals, strike rate 107.87, batting average 24.00."
batting,Yash Dayal,"IPL batting stats for Yash Dayal: 4 total runs, 9 balls faced, 3 dismissals, strike rate 44.44, batting average 1.33."
batting,Yashpal Singh,"IPL batting stats for Yashpal Singh: 47 total runs, 66 balls faced, 4 dismissals, strike rate 71.21, batting average 11.75."
batting,Younis Khan,"IPL batting stats for Younis Khan: 3 total runs, 7 balls faced, 1 dismissals, strike rate 42.86, batting average 3.00."
batting,Yudhvir Singh,"IPL batting stats for Yudhvir Singh: 22 total runs, 16 balls faced, 4 dismissals, strike rate 137.50, batting average 5.50."
batting,Yuvraj Singh,"IPL batting stats for Yuvraj Singh: 2750 total runs, 2120 balls faced, 111 dismissals, strike rate 129.72, batting average 24.77."
batting,Z Khan,"IPL batting stats for Z Khan: 117 total runs, 141 balls faced, 14 dismissals, strike rate 82.98, batting average 8.36."
bowling,A Ashish Reddy,"IPL bowling stats for A Ashish Reddy: 18 wickets, 43.4 overs bowled, 396 runs conceded, economy rate 9.07, bowling average 22.00."
bowling,A Badoni,"IPL bowling stats for A Badoni: 4 wickets, 6.5 overs bowled, 63 runs conceded, economy rate 9.22, bowling average 15.75."
bowling,A Chandila,"IPL bowling stats for A Chandila: 11 wickets, 39.0 overs bowled, 242 runs conceded, economy rate 6.21, bowling average 22.00."
bowling,A Choudhary,"IPL bowling stats for A Choudhary: 5 wickets, 16.5 overs bowled, 144 runs conceded, economy rate 8.55, bowling average 28.80."
bowling,A Dananjaya,"IPL bowling stats for A Dananjaya: 0 wickets, 4.0 overs bowled, 47 runs conceded, economy rate 11.75, bowling average Not available."
bowling,A Flintoff,"IPL bowling stats for A Flintoff: 2 wickets, 11.0 overs bowled, 105 runs conceded, economy rate 9.55, bowling average 52.50."
bowling,A Kamboj,"IPL bowling stats for A Kamboj: 31 wickets, 81.5 overs bowled, 816 runs conceded, economy rate 9.97, bowling average 26.32."
bowling,A Kumble,"IPL bowling stats for A Kumble: 45 wickets, 160.5 overs bowled, 1058 runs conceded, economy rate 6.58, bowling average 23.51."
bowling,A Mishra,"IPL bowling stats for A Mishra: 174 wickets, 561.5 overs bowled, 4145 runs conceded, economy rate 7.38, bowling average 23.82."
bowling,A Mithun,"IPL bowling stats for A Mithun: 7 wickets, 48.0 overs bowled, 472 runs conceded, economy rate 9.83, bowling average 67.43."
bowling,A Nehra,"IPL bowling stats for A Nehra: 106 wickets, 318.0 overs bowled, 2495 runs conceded, economy rate 7.85, bowling average 23.54."
bowling,A Nel,"IPL bowling stats for A Nel: 1 wickets, 3.0 overs bowled, 31 runs conceded, economy rate 10.33, bowling average 31.00."
bowling,A Nortje,"IPL bowling stats for A Nortje: 61 wickets, 186.4 overs bowled, 1696 runs conceded, economy rate 9.09, bowling average 27.80."
bowling,A Singh,"IPL bowling stats for A Singh: 28 wickets, 78.5 overs bowled, 620 runs conceded, economy rate 7.86, bowling average 22.14."
bowling,A Symonds,"IPL bowling stats for A Symonds: 20 wickets, 87.5 overs bowled, 674 runs conceded, economy rate 7.67, bowling average 33.70."
bowling,A Uniyal,"IPL bowling stats for A Uniyal: 2 wickets, 6.0 overs bowled, 66 runs conceded, economy rate 11.00, bowling average 33.00."
bowling,A Zampa,"IPL bowling stats for A Zampa: 31 wickets, 77.5 overs bowled, 652 runs conceded, economy rate 8.38, bowling average 21.03."
bowling,AA Chavan,"IPL bowling stats for AA Chavan: 8 wickets, 41.2 overs bowled, 326 runs conceded, economy rate 7.89, bowling average 40.75."
bowling,AA Jhunjhunwala,"IPL bowling stats for AA Jhunjhunwala: 1 wickets, 14.1 overs bowled, 129 runs conceded, economy rate 9.11, bowling average 129.00."
bowling,AA Kazi,"IPL bowling stats for AA Kazi: 0 wickets, 2.0 overs bowled, 21 runs conceded, economy rate 10.50, bowling average Not available."
bowling,AA Noffke,"IPL bowling stats for AA Noffke: 1 wickets, 4.0 overs bowled, 40 runs conceded, economy rate 10.00, bowling average 40.00."
bowling,AB Agarkar,"IPL bowling stats for AB Agarkar: 29 wickets, 130.2 overs bowled, 1151 runs conceded, economy rate 8.83, bowling average 39.69."
bowling,AB Dinda,"IPL bowling stats for AB Dinda: 69 wickets, 252.4 overs bowled, 2073 runs conceded, economy rate 8.20, bowling average 30.04."
bowling,AB McDonald,"IPL bowling stats for AB McDonald: 11 wickets, 31.0 overs bowled, 261 runs conceded, economy rate 8.42, bowling average 23.73."
bowling,AC Gilchrist,"IPL bowling stats for AC Gilchrist: 1 wickets, 0.1 overs bowled, 0 runs conceded, economy rate 0.00, bowling average 0.00."
bowling,AC Thomas,"IPL bowling stats for AC Thomas: 14 wickets, 52.3 overs bowled, 406 runs conceded, economy rate 7.73, bowling average 29.00."
bowling,AC Voges,"IPL bowling stats for AC Voges: 0 wickets, 9.0 overs bowled, 76 runs conceded, economy rate 8.44, bowling average Not available."
bowling,AD Mascarenhas,"IPL bowling stats for AD Mascarenhas: 19 wickets, 51.2 overs bowled, 356 runs conceded, economy rate 6.94, bowling average 18.74."
bowling,AD Mathews,"IPL bowling stats for AD Mathews: 27 wickets, 131.5 overs bowled, 1079 runs conceded, economy rate 8.18, bowling average 39.96."
bowling,AD Russell,"IPL bowling stats for AD Russell: 123 wickets, 301.0 overs bowled, 2863 runs conceded, economy rate 9.51, bowling average 23.28."
bowling,AF Milne,"IPL bowling stats for AF Milne: 7 wickets, 37.5 overs bowled, 368 runs conceded, economy rate 9.73, bowling average 52.57."
bowling,AG Murtaza,"IPL bowling stats for AG Murtaza: 9 wickets, 44.0 overs bowled, 313 runs conceded, economy rate 7.11, bowling average 34.78."
bowling,AJ Finch,"IPL bowling stats for AJ Finch: 1 wickets, 7.1 overs bowled, 67 runs conceded, economy rate 9.35, bowling average 67.00."
bowling,AJ Hosein,"IPL bowling stats for AJ Hosein: 9 wickets, 28.4 overs bowled, 238 runs conceded, economy rate 8.30, bowling average 26.44."
bowling,AJ Tye,"IPL bowling stats for AJ Tye: 42 wickets, 114.0 overs bowled, 979 runs conceded, economy rate 8.59, bowling average 23.31."
bowling,AK Markram,"IPL bowling stats for AK Markram: 6 wickets, 37.1 overs bowled, 357 runs conceded, economy rate 9.61, bowling average 59.50."
bowling,AL Menaria,"IPL bowling stats for AL Menaria: 3 wickets, 18.2 overs bowled, 144 runs conceded, economy rate 7.85, bowling average 48.00."
bowling,AM Ghazanfar,"IPL bowling stats for AM Ghazanfar: 15 wickets, 38.5 overs bowled, 389 runs conceded, economy rate 10.02, bowling average 25.93."
bowling,AM Nayar,"IPL bowling stats for AM Nayar: 9 wickets, 38.1 overs bowled, 322 runs conceded, economy rate 8.44, bowling average 35.78."
bowling,AM Rahane,"IPL bowling stats for AM Rahane: 1 wickets, 1.0 overs bowled, 5 runs conceded, economy rate 5.00, bowling average 5.00."
bowling,AM Salvi,"IPL bowling stats for AM Salvi: 7 wickets, 25.0 overs bowled, 200 runs conceded, economy rate 8.00, bowling average 28.57."
bowling,AN Ahmed,"IPL bowling stats for AN Ahmed: 12 wickets, 57.2 overs bowled, 498 runs conceded, economy rate 8.69, bowling average 41.50."
bowling,AP Dole,"IPL bowling stats for AP Dole: 5 wickets, 11.0 overs bowled, 112 runs conceded, economy rate 10.18, bowling average 22.40."
bowling,AR Patel,"IPL bowling stats for AR Patel: 139 wickets, 596.3 overs bowled, 4431 runs conceded, economy rate 7.43, bowling average 31.88."
bowling,AS Joseph,"IPL bowling stats for AS Joseph: 21 wickets, 72.2 overs bowled, 691 runs conceded, economy rate 9.55, bowling average 32.90."
bowling,AS Rajpoot,"IPL bowling stats for AS Rajpoot: 24 wickets, 88.1 overs bowled, 814 runs conceded, economy rate 9.23, bowling average 33.92."
bowling,AS Raut,"IPL bowling stats for AS Raut: 0 wickets, 5.0 overs bowled, 44 runs conceded, economy rate 8.80, bowling average Not available."
bowling,AS Roy,"IPL bowling stats for AS Roy: 15 wickets, 53.5 overs bowled, 479 runs conceded, economy rate 8.90, bowling average 31.93."
bowling,AU Rashid,"IPL bowling stats for AU Rashid: 2 wickets, 10.0 overs bowled, 91 runs conceded, economy rate 9.10, bowling average 45.50."
bowling,AUK Pathan,"IPL bowling stats for AUK Pathan: 0 wickets, 6.3 overs bowled, 63 runs conceded, economy rate 9.69, bowling average Not available."
bowling,Abdul Samad,"IPL bowling stats for Abdul Samad: 2 wickets, 9.3 overs bowled, 125 runs conceded, economy rate 13.16, bowling average 62.50."
bowling,Abdur Razzak,"IPL bowling stats for Abdur Razzak: 0 wickets, 2.0 overs bowled, 29 runs conceded, economy rate 14.50, bowling average Not available."
bowling,Abhinandan Singh,"IPL bowling stats for Abhinandan Singh: 3 wickets, 9.4 overs bowled, 122 runs conceded, economy rate 12.62, bowling average 40.67."
bowling,Abhishek Sharma,"IPL bowling stats for Abhishek Sharma: 11 wickets, 60.5 overs bowled, 550 runs conceded, economy rate 9.04, bowling average 50.00."
bowling,Akash Deep,"IPL bowling stats for Akash Deep: 10 wickets, 46.2 overs bowled, 548 runs conceded, economy rate 11.83, bowling average 54.80."
bowling,Akash Madhwal,"IPL bowling stats for Akash Madhwal: 23 wickets, 58.4 overs bowled, 590 runs conceded, economy rate 10.06, bowling average 25.65."
bowling,Akash Singh,"IPL bowling stats for Akash Singh: 13 wickets, 41.1 overs bowled, 406 runs conceded, economy rate 9.86, bowling average 31.23."
bowling,Aman Hakim Khan,"IPL bowling stats for Aman Hakim Khan: 0 wickets, 1.0 overs bowled, 13 runs conceded, economy rate 13.00, bowling average Not available."
bowling,Anand Rajan,"IPL bowling stats for Anand Rajan: 8 wickets, 24.5 overs bowled, 201 runs conceded, economy rate 8.09, bowling average 25.12."
bowling,Ankit Sharma,"IPL bowling stats for Ankit Sharma: 12 wickets, 61.1 overs bowled, 450 runs conceded, economy rate 7.36, bowling average 37.50."
bowling,Ankit Soni,"IPL bowling stats for Ankit Soni: 2 wickets, 18.1 overs bowled, 144 runs conceded, economy rate 7.93, bowling average 72.00."
bowling,Anureet Singh,"IPL bowling stats for Anureet Singh: 18 wickets, 68.4 overs bowled, 623 runs conceded, economy rate 9.07, bowling average 34.61."
bowling,Arjun Tendulkar,"IPL bowling stats for Arjun Tendulkar: 4 wickets, 16.1 overs bowled, 150 runs conceded, economy rate 9.28, bowling average 37.50."
bowling,Arshad Khan,"IPL bowling stats for Arshad Khan: 18 wickets, 60.4 overs bowled, 669 runs conceded, economy rate 11.03, bowling average 37.17."
bowling,Arshad Khan (2),"IPL bowling stats for Arshad Khan (2): 0 wickets, 2.0 overs bowled, 24 runs conceded, economy rate 12.00, bowling average Not available."
bowling,Arshdeep Singh,"IPL bowling stats for Arshdeep Singh: 111 wickets, 338.4 overs bowled, 3111 runs conceded, economy rate 9.19, bowling average 28.03."
bowling,Ashok Sharma,"IPL bowling stats for Ashok Sharma: 6 wickets, 21.0 overs bowled, 228 runs conceded, economy rate 10.86, bowling average 38.00."
bowling,Ashwani Kumar,"IPL bowling stats for Ashwani Kumar: 17 wickets, 30.3 overs bowled, 334 runs conceded, economy rate 10.95, bowling average 19.65."
bowling,Atharva Taide,"IPL bowling stats for Atharva Taide: 0 wickets, 0.1 overs bowled, 4 runs conceded, economy rate 24.00, bowling average Not available."
bowling,Auqib Nabi,"IPL bowling stats for Auqib Nabi: 0 wickets, 13.0 overs bowled, 149 runs conceded, economy rate 11.46, bowling average Not available."
bowling,Avesh Khan,"IPL bowling stats for Avesh Khan: 93 wickets, 294.3 overs bowled, 2734 runs conceded, economy rate 9.28, bowling average 29.40."
bowling,Azhar Mahmood,"IPL bowling stats for Azhar Mahmood: 29 wickets, 89.3 overs bowled, 700 runs conceded, economy rate 7.82, bowling average 24.14."
bowling,Azmatullah Omarzai,"IPL bowling stats for Azmatullah Omarzai: 15 wickets, 59.0 overs bowled, 568 runs conceded, economy rate 9.63, bowling average 37.87."
bowling,B Akhil,"IPL bowling stats for B Akhil: 6 wickets, 31.2 overs bowled, 242 runs conceded, economy rate 7.72, bowling average 40.33."
bowling,B Chipli,"IPL bowling stats for B Chipli: 0 wickets, 1.0 overs bowled, 20 runs conceded, economy rate 20.00, bowling average Not available."
bowling,B Geeves,"IPL bowling stats for B Geeves: 1 wickets, 8.0 overs bowled, 91 runs conceded, economy rate 11.38, bowling average 91.00."
